,Unnamed: 0,artist_name,track_uri,artist_uri,name,album_uri,duration_ms,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,id,song_popularity,explicit,id_artists,release_date,key,mode,time_signature,artist_popularity
3592,3592,A Tribe Called Quest,spotify:track:6CCIqr8xROr3jTnXf4GI3B,spotify:artist:09hVIj6vWgoCDtT03h8ZCa,Rap Promoter,spotify:album:1p12OAWwudgMqfMzjMvl2a,133000,The Low End Theory,0.00846,0.867,0.459,0.0212,0.0695,-13.526,0.254,97.464,0.554,6CCIqr8xROr3jTnXf4GI3B,49,0,['09hVIj6vWgoCDtT03h8ZCa'],1991-09-24,4,0,4,93
3593,3593,Mos Def,spotify:track:32W1K50AaXGXoRBn3Zyax4,spotify:artist:0Mz5XE0kb1GBnbLQm2VbcO,Mathematics,spotify:album:4jZI8SruF5N6sKJoWItEhl,246440,Black On Both Sides,0.0285,0.753,0.749,0.0,0.0845,-6.132,0.316,93.79,0.832,3gRlmtdCyNoKiyozn2pqc9,62,1,['0Mz5XE0kb1GBnbLQm2VbcO'],1999-10-12,1,0,4,23
3594,3594,Black Star,spotify:track:5mxVKAuunOKqcBfR5ivbRf,spotify:artist:67ei8ib6PLT1w3OkhIb4fB,Respiration,spotify:album:6GRzmk9UGL7odxprOPop1Q,365333,Mos Def & Talib Kweli Are Black Star,0.272,0.54,0.738,0.0,0.199,-5.34,0.446,178.727,0.528,5mxVKAuunOKqcBfR5ivbRf,54,1,"['67ei8ib6PLT1w3OkhIb4fB', '2GHclqNVjqGuiE5mA7BEoc']",1998-09-29,6,0,4,91
3595,3595,Meg & Dia,spotify:track:0KQ1LhU7vGiXqn7eAw1nfl,spotify:artist:77YbJ4a9IlKX18ck6qoot1,Monster,spotify:album:4KTek5hm2kBGwbtgIW0E5K,161333,"Something Real & Here, Here and Here",0.00164,0.35,0.834,1.19e-05,0.149,-3.856,0.0596,192.005,0.424,0KQ1LhU7vGiXqn7eAw1nfl,58,0,['77YbJ4a9IlKX18ck6qoot1'],2006,6,0,4,67
3596,3596,Rammstein,spotify:track:5avoM8tO2AEUSNbGiRCY0u,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Links 2 3 4,spotify:album:2tHCY2fDMi0NqeGZcAxNSc,216733,Mutter,0.00112,0.624,0.904,0.0231,0.604,-4.774,0.0479,130.153,0.649,2bEOoGCjJJVf60y3aKgXcn,55,0,['6wWVKhxIU2cEi0K81v7HvP'],2001-04-02,4,1,4,54
3597,3597,Demi Lovato,spotify:track:7nCBOm2WiTUPAx3TeG2rZA,spotify:artist:6S2OmqARrzebs0tKUEyXyp,Warrior,spotify:album:6Kssm2LosQ0WyLukFZkEG5,231173,Demi,0.868,0.415,0.399,0.0,0.114,-6.165,0.0423,146.485,0.196,2EjefSwy2lkURg9odC4s9x,45,0,['6S2OmqARrzebs0tKUEyXyp'],2013-01-01,9,0,4,49
3598,3598,Janelle Monáe,spotify:track:5dzV75f9qVXVvdXLTqIG4L,spotify:artist:6ueGR6SWhUJfvEhqkvMsVs,Primetime (feat. Miguel),spotify:album:3bnHtSmmsgJiG82hGCmsq9,280080,The Electric Lady,0.0426,0.667,0.465,0.00649,0.465,-8.096,0.0339,123.883,0.34,5dzV75f9qVXVvdXLTqIG4L,54,0,"['6ueGR6SWhUJfvEhqkvMsVs', '360IAlyVv4PCEVjgyMZrxK']",2013-09-06,8,1,4,53
3599,3599,Kings of Leon,spotify:track:2mwnYvlLVP465u9V9wjUGj,spotify:artist:2qk9voo8llSGYcZ6xrBzKx,Find Me,spotify:album:08ibdX8K0GETv20UEku3sm,245573,WALLS,0.000136,0.4,0.946,0.853,0.155,-3.966,0.0634,161.591,0.611,2mwnYvlLVP465u9V9wjUGj,62,0,['2qk9voo8llSGYcZ6xrBzKx'],2016-10-14,1,0,4,35
3600,3600,Two Door Cinema Club,spotify:track:1qBLtdOv2zTzq0tkc6Vy6t,spotify:artist:536BYVgOnRky0xjsPT96zl,Are We Ready? (Wreck),spotify:album:6PmuEq2op3EMw1ZhCjjucB,230853,Gameshow,0.00476,0.601,0.784,0.0127,0.347,-5.622,0.0333,94.019,0.726,1qBLtdOv2zTzq0tkc6Vy6t,56,0,['536BYVgOnRky0xjsPT96zl'],2016-10-14,2,0,4,46
3601,3601,Hot Chip,spotify:track:6q6PeTloTbL2vb1Gt9sQQc,spotify:artist:37uLId6Z5ZXCx19vuruvv5,Ready For The Floor,spotify:album:2fZWcwbfKryf2d24wQ4LXQ,234240,Made In The Dark,0.00903,0.764,0.759,0.0,0.0746,-5.443,0.0413,128.999,0.937,6q6PeTloTbL2vb1Gt9sQQc,61,0,['37uLId6Z5ZXCx19vuruvv5'],2008-01-21,1,0,4,62
3602,3602,Hot Chip,spotify:track:1L8H6AuK4TaMmolSL0N0mR,spotify:artist:37uLId6Z5ZXCx19vuruvv5,Boy From School,spotify:album:25wuY7cXE8zjFnJRiU1ehS,319653,The Warning,0.161,0.631,0.863,5.85e-05,0.0846,-3.963,0.0297,125.994,0.497,1L8H6AuK4TaMmolSL0N0mR,58,0,['37uLId6Z5ZXCx19vuruvv5'],2006-05-22,8,0,4,44
3603,3603,Queen,spotify:track:35cljnTV9schHORuqWF8mA,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Fat Bottomed Girls - Single Version,spotify:album:21HMAUrbbYSj9NiPPlGumy,203280,Jazz,0.0594,0.425,0.686,0.0,0.358,-7.709,0.0571,88.257,0.515,35cljnTV9schHORuqWF8mA,53,0,['1dfeR4HaWDbWqFHLkxsg1d'],1978-11-10,7,1,4,74
3604,3604,Parov Stelar,spotify:track:5O18v9DAHaZX5iW2Q5BaKb,spotify:artist:65EXuYHVoehCKqp0kOS6px,Chambermaid Swing,spotify:album:6T22pXZvGyqePJLufwh6Vr,344293,Charleston Butterfly - Single,0.0285,0.893,0.601,0.85,0.0782,-7.949,0.0377,124.047,0.488,5O18v9DAHaZX5iW2Q5BaKb,48,0,['65EXuYHVoehCKqp0kOS6px'],2006-06-16,9,0,4,50
3605,3605,September,spotify:track:1mvZErZBp7WZT3HfGBykao,spotify:artist:6VX2R9L0O0d6qPvqGuIH7b,Cry for You,spotify:album:5ENrI2pojxE4XhSmncl4cz,209800,Dancing Shoes,0.00133,0.767,0.881,0.000139,0.0551,-3.988,0.0301,130.018,0.961,1mvZErZBp7WZT3HfGBykao,65,0,['6VX2R9L0O0d6qPvqGuIH7b'],2007-03-08,9,1,4,34
3606,3606,Guru Josh Project,spotify:track:4pmfb7PCuXqqRsibtNJiVB,spotify:artist:4ME85YvMUi1hdqhbind7gy,Infinity 2008 - Klaas Vocal Edit,spotify:album:1Du4gIPvejjJ9zwriOeZPx,193720,Infinity 2008,0.000323,0.485,0.862,0.00791,0.399,-6.006,0.0664,127.986,0.507,4pmfb7PCuXqqRsibtNJiVB,34,0,"['4ME85YvMUi1hdqhbind7gy', '25sJFKMqDENdsTF7zRXoif']",2009-01-01,7,0,4,64
3607,3607,Soft Cell,spotify:track:2atm0QTTcVXsN47XSdIY7b,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,Tainted Love / Where Did Our Love Go - Extended Version,spotify:album:1R4TikWrz6Mz53aB66dZRn,539693,Non-Stop Erotic Cabaret,0.344,0.698,0.278,0.00652,0.149,-11.88,0.0769,145.274,0.387,2atm0QTTcVXsN47XSdIY7b,48,0,['6aq8T2RcspxVOGgMrTzjWc'],1981,7,1,4,48
3608,3608,Madonna,spotify:track:0bLnnpZXb0reoyHILMXdLw,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,Celebration,spotify:album:0Y7V6neKqxpC3cHMDp63iB,215133,Celebration,0.0742,0.637,0.891,0.000622,0.0686,-4.139,0.0345,126.002,0.933,5HktkLHDbjA6LTyRTBEzHy,55,0,['6tbjWDEIzxoDsBA1FuhfPW'],2009-09-18,11,0,4,75
3609,3609,Kanye West,spotify:track:4UtUYddZgey5Y8sxqhW9mH,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Family Business,spotify:album:1NRRN5RWwfuLmQdjshz0L7,278893,The College Dropout,0.139,0.744,0.524,0.0,0.392,-7.452,0.21,93.691,0.606,5DBmXF7QO43Cuy9yqva116,61,1,['5K4W6rqBFWDnAN6FQUkS6x'],2004-02-10,1,1,4,75
3610,3610,Slum Village,spotify:track:7sZCAHP2duHwr5M5K7lHsb,spotify:artist:1020a42xVklY6c56imNcaa,Selfish,spotify:album:2mpzeA7pHNIDAPii4EEKsB,225400,Detroit Deli (A Taste Of Detroit),0.221,0.71,0.597,0.0,0.432,-6.468,0.239,95.769,0.49,7sZCAHP2duHwr5M5K7lHsb,61,1,"['1020a42xVklY6c56imNcaa', '5y2Xq6xcjJb2jVM54GHK3t', '5K4W6rqBFWDnAN6FQUkS6x']",2004-01-01,7,1,4,75
3611,3611,Camp Lo,spotify:track:20DcrlNK0NcRknbX4wcEO4,spotify:artist:4oLZx5FplbgfM8DEe9U8LB,Luchini AKA This Is It,spotify:album:21EglTSwzUorpiXpMBNW2E,240093,Uptown Saturday Night,0.0495,0.721,0.949,0.0,0.327,-5.685,0.278,83.028,0.835,20DcrlNK0NcRknbX4wcEO4,60,0,['4oLZx5FplbgfM8DEe9U8LB'],1997-01-28,6,1,4,63
3612,3612,"Tyler, The Creator",spotify:track:0qtK3XwbuG153dmwB8iepL,spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,Glitter,spotify:album:2nkto6YNI4rUYTLqEwWJ3o,224893,Flower Boy,0.306,0.449,0.434,2.76e-06,0.633,-11.777,0.243,78.57,0.371,0qtK3XwbuG153dmwB8iepL,71,1,['4V8LLVI7PbaPR0K2TGSxFF'],2017-07-21,1,1,5,63
3613,3613,GoldLink,spotify:track:564oa00vY05d1uYnTEAAmE,spotify:artist:5XenQ7XfcvQdfIbpLEFaKQ,Herside Story,spotify:album:18JrBX1QkpnUSJF3oxX6RX,183760,At What Cost,0.656,0.885,0.595,4.42e-06,0.105,-5.487,0.286,148.034,0.754,564oa00vY05d1uYnTEAAmE,68,1,"['5XenQ7XfcvQdfIbpLEFaKQ', '3OqgnoaUHWX4ih4oAL0zzQ']",2017-03-24,7,1,4,63
3614,3614,Blackalicious,spotify:track:4z5L0qDduw3w1apQ4Qa6KV,spotify:artist:42Np3r8zXnaKcjLQsQSjyG,Alphabet Aerobics,spotify:album:1CcWqYQy7DjrPlLvgDnH3k,133800,A2G EP,0.0196,0.65,0.515,0.0,0.0974,-8.722,0.198,97.052,0.885,4z5L0qDduw3w1apQ4Qa6KV,55,0,"['42Np3r8zXnaKcjLQsQSjyG', '2iLlfLTMiFJQ6X5rG2vgUy', '4743DlrFCsAlAV4N26Kdgh']",1999-01-01,10,0,4,42
3615,3615,Mother Mother,spotify:track:0THzsgFeDDpEElsRxyJBZB,spotify:artist:0e86yPdC41PGRkLp2Q1Bph,Verbatim,spotify:album:5xxFAW7DPDLRO19A2Wr3WL,168320,Touch Up,0.309,0.827,0.58,0.0,0.148,-6.809,0.327,78.011,0.492,266Vb7ItE3o1q8HdJ9QOvn,80,0,['0e86yPdC41PGRkLp2Q1Bph'],2007-05-08,7,1,4,52
3616,3616,Mother Mother,spotify:track:3UFnjqDaLc6WMtvE1UrXek,spotify:artist:0e86yPdC41PGRkLp2Q1Bph,Body,spotify:album:2EE3oTf8Dnb46og0MR0B8R,213573,O My Heart,0.131,0.596,0.633,0.0,0.343,-3.602,0.0594,148.09,0.473,0VmREvheUiN0xgM5fJYQqp,74,0,['0e86yPdC41PGRkLp2Q1Bph'],2008-09-23,10,0,4,62
3617,3617,Simon Curtis,spotify:track:50fBaxpXWE8Ul4yjo0Q5O2,spotify:artist:4OfvUFjzAjXY8XSWd8MBTE,Super Psycho Love,spotify:album:1fJjZET0LxWvUBIxcjsQnQ,222400,Super 8-Bit Heart,0.00889,0.731,0.819,3.51e-06,0.0832,-5.978,0.0485,109.998,0.789,50fBaxpXWE8Ul4yjo0Q5O2,59,0,['4OfvUFjzAjXY8XSWd8MBTE'],2016-01-08,9,0,4,52
3618,3618,Alexander Rybak,spotify:track:4ijrqnZcTEs9eMA3vFsMES,spotify:artist:3LLNDXrxL4uxXtnUJS5XWM,Fairytale - e-single version,spotify:album:4kVOoW9r8UQydrASSXauSP,185373,Fairytales,0.461,0.585,0.738,2.51e-05,0.274,-5.727,0.0271,107.947,0.592,4ijrqnZcTEs9eMA3vFsMES,42,0,['3LLNDXrxL4uxXtnUJS5XWM'],2009-01-01,2,0,4,62
3619,3619,Ludo,spotify:track:0PSHKqfhAFfjPFLmiOZshy,spotify:artist:6ok7bEDf9CZ0448D59AaNL,Love Me Dead,spotify:album:03IqNqI6gzo30AjxD3VfGz,260533,"You're Awful, I Love You",0.00158,0.598,0.794,0.0,0.0794,-2.551,0.055,120.917,0.373,3IlYkyctlcTqXAZOA4ZPzz,54,0,['6ok7bEDf9CZ0448D59AaNL'],2007-01-01,2,0,4,62
3620,3620,Sixpence None The Richer,spotify:track:43z6scIZU2QcEieMQFAJRG,spotify:artist:0lJlKQvuM2Sd9DPPyUXcHg,There She Goes,spotify:album:0PrcwzkQVEy4y6JPvT5bix,164280,Sixpence None the Richer,0.000856,0.498,0.789,5.83e-06,0.104,-5.724,0.0319,120.176,0.455,43z6scIZU2QcEieMQFAJRG,64,0,['0lJlKQvuM2Sd9DPPyUXcHg'],1997-11-22,10,1,4,44
3621,3621,Gloria Gaynor,spotify:track:7DD1ojeTUwnW65g5QuZw7X,spotify:artist:6V6WCgi7waF55bJmylC4H5,I Will Survive - 1981 Re-recording,spotify:album:77n9CO1gHYQDazdANnyStg,261173,I Will Survive,0.00293,0.668,0.678,0.0,0.265,-10.317,0.056,120.029,0.657,7DD1ojeTUwnW65g5QuZw7X,66,0,['6V6WCgi7waF55bJmylC4H5'],1981,9,0,4,60
3622,3622,Conrad Sewell,spotify:track:32FJ75MXWMYWmmTw3NvKKy,spotify:artist:1rw8ZTLnDHd74TWDDukjVi,Start Again,spotify:album:0bOdYgvUBlvn2IVcHOmLTx,217974,All I Know,0.68,0.553,0.343,3.5e-06,0.122,-9.466,0.0407,66.543,0.216,5Km6e8PWkwEPVKlifElIDB,54,0,['1rw8ZTLnDHd74TWDDukjVi'],2015-03-10,10,1,3,35
3623,3623,Gavin James,spotify:track:2EZBGmieaNOebKm0IL0ti4,spotify:artist:25tMQOrIU4LlUo6Sv8v5SE,Nervous - Acoustic,spotify:album:0hE4FiBKr8rclDavnuDJy7,250573,Nervous,0.964,0.427,0.127,1.92e-06,0.109,-12.731,0.0419,76.357,0.259,21z2lehJWympNxaiUniWGf,38,0,['25tMQOrIU4LlUo6Sv8v5SE'],2016,7,1,4,25
3624,3624,Michael Schulte,spotify:track:41WTP0gosjYD74B06uS2tL,spotify:artist:21aa4pj9BvbFB2iT8kRpnq,You Said You'd Grow Old With Me,spotify:album:65Z3hZGZsiNcpOAT2U0Inn,224743,Wide Awake,0.905,0.531,0.347,0.0,0.0935,-7.044,0.0345,114.441,0.289,41WTP0gosjYD74B06uS2tL,70,0,['21aa4pj9BvbFB2iT8kRpnq'],2012-09-28,0,1,4,52
3625,3625,Zara Larsson,spotify:track:5OvTFa73UDE2SoMmLS5XN2,spotify:artist:1Xylc3o4UrD53lo9CvFvVg,She's Not Me - Pt. 1 & 2,spotify:album:65cv3nmpxcKiVLAkcVs3Tv,333254,1,0.758,0.49,0.404,0.0,0.106,-10.83,0.0459,95.321,0.237,5OvTFa73UDE2SoMmLS5XN2,41,0,['1Xylc3o4UrD53lo9CvFvVg'],2014-01-01,11,1,4,52
3626,3626,Christopher,spotify:track:4uzaKmkExQmSM4ku8HmTxl,spotify:artist:3zDRCqOhJXJfS2YWOEwGMC,Heartbeat,spotify:album:0dGPFKljGOt9lO4BBC70we,200373,Closer,0.37,0.629,0.529,1.61e-06,0.154,-7.657,0.0421,128.082,0.198,2Cj2XFOMBT8IrT0aapNTee,47,0,['3zDRCqOhJXJfS2YWOEwGMC'],2016-09-16,3,1,4,63
3627,3627,J Rice,spotify:track:1aBO5KPwxqLESNTTJBR6VP,spotify:artist:5UOLfDoNQJBGlGAKQg9Iwc,Thank You for the Broken Heart,spotify:album:0KMy4eY3BziwZPkVfFHP5v,231995,12+,0.178,0.704,0.587,0.0,0.105,-6.553,0.0441,119.933,0.282,1aBO5KPwxqLESNTTJBR6VP,53,0,['5UOLfDoNQJBGlGAKQg9Iwc'],2014-02-18,8,1,4,15
3628,3628,The Lacs,spotify:track:6eHTrSCKzmYNQjXtTKDpHV,spotify:artist:23OFz99wX0NDBBwrxthLWU,Kickin Up Mud,spotify:album:4uAeRbohuLtxUkXr7bn0dl,216493,Country Boy's Paradise,0.0417,0.783,0.614,0.0,0.0938,-5.935,0.29,65.005,0.768,6eHTrSCKzmYNQjXtTKDpHV,54,0,['23OFz99wX0NDBBwrxthLWU'],2010-09-28,5,0,4,58
3629,3629,Barenaked Ladies,spotify:track:2RKmGDTq840oLpKC0WOaCr,spotify:artist:0dEvJpkqhrcn64d3oI8v79,Odds Are,spotify:album:0ZhCjeu9xZI5NAsrWnr8wv,184400,Grinning Streak,0.108,0.629,0.855,0.0,0.198,-5.593,0.0568,96.039,0.963,2RKmGDTq840oLpKC0WOaCr,59,0,['0dEvJpkqhrcn64d3oI8v79'],2013-01-01,10,1,4,42
3630,3630,The Weeknd,spotify:track:4h90qkbnW1Qq6pBhoPvwko,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,Sidewalks,spotify:album:2ODvWsOgouMbaA5xf0RkJe,231360,Starboy,0.147,0.542,0.72,0.0,0.348,-5.136,0.0628,149.828,0.623,4h90qkbnW1Qq6pBhoPvwko,71,1,"['1Xyo4u8uXC1ZmMpatF05PJ', '2YZyLoL8N0Wb9xBt1NhZWg']",2016-11-25,1,0,4,83
3631,3631,JJ Grey & Mofro,spotify:track:30iBELQ7MYQG8yrIZfpCKL,spotify:artist:1Jl8u1U1GtBlwocZK5LWZv,Tupelo Honey,spotify:album:4wwa3YCmv1CTG1ZsCG6dHt,286000,The Choice Cuts,0.449,0.433,0.298,9.07e-05,0.101,-11.074,0.0301,62.03,0.353,77sIXAMhhX9wDqzSHM34w8,61,0,['1Jl8u1U1GtBlwocZK5LWZv'],2009-11-04,7,1,4,97
3632,3632,Montgomery Gentry,spotify:track:71lXNAROGX1zo6tX0MSnCS,spotify:artist:3bGXaFVQLASmDMdjjeJr8a,Gone,spotify:album:6yITsogKnqqWkEKqODSrDG,250040,You Do Your Thing,0.0172,0.647,0.901,1.35e-06,0.0527,-5.138,0.0437,118.957,0.581,71lXNAROGX1zo6tX0MSnCS,51,0,['3bGXaFVQLASmDMdjjeJr8a'],2004-05-18,7,1,4,66
3633,3633,David Nail,spotify:track:66EhdSD4MPXk5ZXljDJWI6,spotify:artist:4DZGvSv2oMkBUnPz67E6z6,Red Light,spotify:album:33DAhrPxgxfXeljwzpgi0y,246333,I'm About To Come Alive,0.0917,0.387,0.804,1.98e-05,0.171,-2.601,0.0372,163.853,0.428,66EhdSD4MPXk5ZXljDJWI6,52,0,['4DZGvSv2oMkBUnPz67E6z6'],2009,9,1,3,77
3634,3634,Cody Johnson,spotify:track:4rW9EUFaMSNVY8JhbqrB6z,spotify:artist:6zLBxLdl60ekBLpawtT63I,Me and My Kind,spotify:album:0JKpAxkMB9RxA4EqqhLhLj,156200,Cowboy Like Me,0.0835,0.588,0.807,0.0,0.109,-3.426,0.0283,110.014,0.674,4rW9EUFaMSNVY8JhbqrB6z,68,0,['6zLBxLdl60ekBLpawtT63I'],2014-01-14,2,1,4,77
3635,3635,Trace Adkins,spotify:track:13Oda4GsHXzRAfquxWkrzA,spotify:artist:79FMDwzZQxHgSkIYBl3ODU,Ladies Love Country Boys,spotify:album:2ZdBjpNzKeluVjBdZ4x12j,221413,Dangerous Man,0.0539,0.661,0.959,1.74e-05,0.381,-4.439,0.0408,116.284,0.96,13Oda4GsHXzRAfquxWkrzA,63,0,['79FMDwzZQxHgSkIYBl3ODU'],2006-01-01,7,1,4,77
3636,3636,Jarabe De Palo,spotify:track:2LsbizbOeNa4x6qsi2jAMb,spotify:artist:5B6H1Dq77AV1LZWrbNsuH5,La flaca,spotify:album:6mD9lN6mqu4313KpY1RfIp,261200,La Flaca,0.52,0.871,0.481,5.54e-05,0.0809,-9.068,0.0383,103.063,0.664,0ll9JAIrM3NVBOMl45sxSX,54,0,['5B6H1Dq77AV1LZWrbNsuH5'],2002-10-22,7,1,4,84
3637,3637,Jarabe De Palo,spotify:track:6aaPUBUFw9KEW1p1inVQv9,spotify:artist:5B6H1Dq77AV1LZWrbNsuH5,Depende,spotify:album:5aLIm5xrN5UxUZOXbjyrrx,265160,Depende,0.117,0.703,0.534,1.04e-05,0.137,-11.589,0.0303,94.815,0.524,6aaPUBUFw9KEW1p1inVQv9,64,0,['5B6H1Dq77AV1LZWrbNsuH5'],1998,0,1,4,75
3638,3638,Jarabe De Palo,spotify:track:1Y2gWWZU4Gb6qW8b2gVq9j,spotify:artist:5B6H1Dq77AV1LZWrbNsuH5,Perro apaleao,spotify:album:5aLIm5xrN5UxUZOXbjyrrx,203200,Depende,0.458,0.8,0.643,0.00268,0.143,-9.071,0.029,128.686,0.935,1Y2gWWZU4Gb6qW8b2gVq9j,44,0,['5B6H1Dq77AV1LZWrbNsuH5'],1998,9,0,4,75
3639,3639,Jarabe De Palo,spotify:track:3AR1c3Dssq51WlGGkuYJNj,spotify:artist:5B6H1Dq77AV1LZWrbNsuH5,El lado oscuro,spotify:album:6mD9lN6mqu4313KpY1RfIp,288053,La Flaca,0.528,0.818,0.723,0.000591,0.0905,-6.702,0.0296,98.049,0.748,3AR1c3Dssq51WlGGkuYJNj,66,0,['5B6H1Dq77AV1LZWrbNsuH5'],1996-09-30,7,0,4,70
3640,3640,Los Enanitos Verdes,spotify:track:7dTbN5bleSdRYghCppUAUI,spotify:artist:4TK1gDgb7QKoPFlzRrBRgR,Piel De Nopal,spotify:album:3y63u5vmuMugqI8lfuUY3a,186200,Big Bang,0.222,0.424,0.719,0.0,0.0906,-6.376,0.0348,206.662,0.556,7dTbN5bleSdRYghCppUAUI,33,0,['4TK1gDgb7QKoPFlzRrBRgR'],1994-01-01,9,0,4,75
3641,3641,La Mosca Tse-Tse,spotify:track:6SgkilvKX94WfXRbhr3RCu,spotify:artist:60nua3AsVSfADZtg5Hdz3W,Todos Tenemos Un Amor,spotify:album:5a1eBYCKsIcd5yIHtKBUzM,227800,Buenos Muchachos,0.251,0.704,0.814,0.0,0.35,-4.752,0.0475,138.779,0.974,6SgkilvKX94WfXRbhr3RCu,57,0,['60nua3AsVSfADZtg5Hdz3W'],2001-01-01,1,0,4,72
3642,3642,Genitallica,spotify:track:7eB5n2ASEbELbXMqcSGgXT,spotify:artist:5Bk3LL5WujH6UG9iqpDaxA,Borracho,spotify:album:3mHTWntPW5EGMkb54cn1PK,182880,Originales - 20 Exitos,0.00841,0.391,0.895,0.0,0.441,-5.013,0.0957,96.29,0.786,7eB5n2ASEbELbXMqcSGgXT,48,0,['5Bk3LL5WujH6UG9iqpDaxA'],2000,9,1,4,74
3643,3643,Ariel Camacho y Los Plebes Del Rancho,spotify:track:27au5ylh2e2mQDNi54y2fi,spotify:artist:2Lxa3SFNEW0alfRvtdXOul,El Rey De Corazones,spotify:album:4OGTFgqeWBWK6FWJYAA8Ap,215797,El Karma,0.79,0.646,0.48,0.000444,0.104,-5.13,0.0426,160.273,0.85,5hXA2phKHcWusWa2UmKeAO,53,0,['2Lxa3SFNEW0alfRvtdXOul'],2014-09-23,4,1,3,34
3644,3644,Ariel Camacho y Los Plebes Del Rancho,spotify:track:049wfFS3kAsdmGOH8ktYJ3,spotify:artist:2Lxa3SFNEW0alfRvtdXOul,Hablemos,spotify:album:4g5NzMdGbeRjCDEJK4uwiu,184561,Hablemos,0.494,0.501,0.534,0.0,0.107,-4.311,0.0367,170.27,0.582,049wfFS3kAsdmGOH8ktYJ3,59,0,['2Lxa3SFNEW0alfRvtdXOul'],2015-11-06,4,1,4,25
3645,3645,Ariel Camacho y Los Plebes Del Rancho,spotify:track:5CjrMbWa5HP0cY3sT28RDi,spotify:artist:2Lxa3SFNEW0alfRvtdXOul,Yo Quisiera Entrar,spotify:album:4g5NzMdGbeRjCDEJK4uwiu,282885,Hablemos,0.353,0.534,0.618,0.0,0.323,-4.56,0.0333,150.267,0.597,5CjrMbWa5HP0cY3sT28RDi,60,0,['2Lxa3SFNEW0alfRvtdXOul'],2015-11-06,0,1,3,41
3646,3646,Grupo Marca Registrada,spotify:track:7KXL3yfanDowu6shK3Vl0d,spotify:artist:1gW6pz5n1aK249L0GvfQCC,La Vida Ruina (feat. Ariel Camacho),spotify:album:2rmX6k8ORoR3KThIalinvb,213440,La Vida Ruina (Version Deluxe),0.287,0.73,0.565,0.0,0.352,-4.501,0.0285,99.96,0.914,7KXL3yfanDowu6shK3Vl0d,56,0,"['1gW6pz5n1aK249L0GvfQCC', '5s31VTVh96lZBPphv51mIH']",2015-10-30,4,1,1,43
3647,3647,Los Plebes del Rancho de Ariel Camacho,spotify:track:3L9b67Rz7l93Wl6rSUwsIY,spotify:artist:6cnl6Jz97730GUS8zEAK77,Te Voy a Olvidar,spotify:album:0lMw8xxFLYRSGYRlGzo8uc,163700,Recuerden Mi Estilo,0.675,0.663,0.534,1.25e-06,0.0628,-5.489,0.0307,154.335,0.808,3L9b67Rz7l93Wl6rSUwsIY,57,0,['6cnl6Jz97730GUS8zEAK77'],2016-03-04,10,1,3,58
3648,3648,Don Charles,spotify:track:4AWhtB7DZ4Uz2vQ0jCe6QM,spotify:artist:2BZBMglQ47ckWzczznNO4d,Jingle Bells - Single Version,spotify:album:2p2N1sI29G0Qws4pThF2mG,100053,Don Charles Presents The Singing Dogs,0.824,0.849,0.558,0.0,0.103,-6.801,0.0519,81.558,0.965,4AWhtB7DZ4Uz2vQ0jCe6QM,9,0,"['5gWz5W2MkeojI1y3cYZL6q', '2hDqrddPNuDwrXMfvOF7r6']",1955,7,0,4,71
3649,3649,Tom Wopat,spotify:track:1sOoOXwA5QftTmj6V0fqlJ,spotify:artist:7vgw2PRsF1Ouh9i7r8bTJu,Anything You Can Do,spotify:album:2SxCtvFthZqPOkja0lo6yh,197973,Annie Get Your Gun - The New Broadway Cast Recording,0.766,0.561,0.559,0.0,0.342,-6.026,0.174,81.535,0.504,1sOoOXwA5QftTmj6V0fqlJ,49,0,"['1lIG8lqWxus7LqThGUXMa1', '7vgw2PRsF1Ouh9i7r8bTJu']",1999-01-01,10,1,4,68
3650,3650,Elvis Costello,spotify:track:0KrYPz4S4mKHeBjCwYJp0s,spotify:artist:2BGRfQgtzikz1pzAD0kaEn,Watching The Detectives - Single Version,spotify:album:1aucGNKimhgARC7iO2xLt2,226040,My Aim Is True,0.0135,0.793,0.362,1.77e-05,0.216,-12.146,0.0592,133.353,0.811,0KrYPz4S4mKHeBjCwYJp0s,54,0,['2BGRfQgtzikz1pzAD0kaEn'],1977-07-22,9,0,4,2
3651,3651,The Cars,spotify:track:1Lf1BSVQV4Q5SuKeHhGd2A,spotify:artist:6DCIj8jNaNpBz8e5oKFPtp,It's All I Can Do,spotify:album:4UFgeduzEZegQE74xUwI6J,225760,Candy-O,0.0386,0.603,0.701,0.00106,0.211,-9.719,0.0274,118.664,0.961,1Lf1BSVQV4Q5SuKeHhGd2A,48,0,['6DCIj8jNaNpBz8e5oKFPtp'],1979,7,1,4,43
