,Unnamed: 0,artist_name,track_uri,artist_uri,name,album_uri,duration_ms,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,track_popularity,id,popularity,id_artists,release_date,key,mode,time_signature
4277,36857,Avril Lavigne,spotify:track:5ZIRKN9HeevSEFrx1qTF2K,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,Losing Grip,spotify:album:7h6XeTzy0SRXDrFJeA9gO7,233760,Let Go,0.00128,0.534,0.888,6.15e-06,0.0772,-4.667,0.0972,158.368,0.582,37.0,2LA4v20vokK9Uaj7WEEMaf,60,['0p4nmQO2msCgU4IF37Wi3j'],2002-06-04,8,0,4
4278,36859,Avril Lavigne,spotify:track:71fR9SX82RUc77ZLlfimp9,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,Mobile,spotify:album:7h6XeTzy0SRXDrFJeA9gO7,211933,Let Go,0.00116,0.593,0.726,0.00495,0.111,-6.011,0.0298,100.412,0.634,31.0,3D3B7vahQasg8rdAYrEbNT,52,['0p4nmQO2msCgU4IF37Wi3j'],2002-06-04,9,1,4
4279,36862,Avril Lavigne,spotify:track:7hSa1eYT1yIqWya3pEg2yt,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,Too Much to Ask,spotify:album:7h6XeTzy0SRXDrFJeA9gO7,225400,Let Go,0.00897,0.498,0.701,0.0,0.0991,-6.743,0.0311,146.863,0.408,39.0,7jgPM1tEs9WNqQ0mYBAvWA,48,['0p4nmQO2msCgU4IF37Wi3j'],2002-06-04,7,1,3
4280,36891,Kellie Pickler,spotify:track:7dFSHwa7BNZvWlOuYsvFpy,spotify:artist:021hNAnkFIbyFyL97br6NB,Red High Heels,spotify:album:5bFtvUDukm5P0idSnW7M7n,222853,Small Town Girl,0.13,0.626,0.842,0.0,0.0734,-3.74,0.0337,115.72,0.54,38.0,7dFSHwa7BNZvWlOuYsvFpy,53,['021hNAnkFIbyFyL97br6NB'],2006-10-31,5,1,4
4281,36892,Too $hort,spotify:track:2leVRmKc1EaL856vjEb8DN,spotify:artist:4sb7rZNN93BSS6Gqgepo4v,I Ain't Trippin',spotify:album:3vuQ0qc1DF5jJ4mz5Thm5J,400200,Life Is...Too $hort,0.048,0.663,0.16,0.417,0.0989,-16.3,0.191,180.029,0.592,41.0,2leVRmKc1EaL856vjEb8DN,36,['4sb7rZNN93BSS6Gqgepo4v'],1989-01-31,7,1,4
4282,36900,Juelz Santana,spotify:track:50UkypyQJbSQLaXHke5Yep,spotify:artist:6Uh8uJyN9g7oFjDK16nJgb,There It Go (The Whistle Song),spotify:album:1UnAHcFabsZQnZbPQRuwq8,180493,What The Game's Been Missing!,0.023,0.942,0.892,0.000897,0.264,-6.363,0.196,100.007,0.595,52.0,50UkypyQJbSQLaXHke5Yep,62,['6Uh8uJyN9g7oFjDK16nJgb'],2005-01-01,6,0,4
4283,36907,Lil Scrappy,spotify:track:0EgigrGFGb4PHaVNb7fgK7,spotify:artist:5einkgXXrjhfYCyac1FANB,No Problem,spotify:album:1OaIwAuOiwujt7mlst3CAR,214213,The Crunk Recordings: Hits From The Pioneers And Players Of Crunk,0.053,0.858,0.731,0.0,0.15,-7.224,0.237,85.984,0.139,0.0,0EgigrGFGb4PHaVNb7fgK7,57,['5einkgXXrjhfYCyac1FANB'],2009-08-21,1,1,4
4284,36914,UGK,spotify:track:1BVTXeq3Hv4K1QamHvrt6A,spotify:artist:6ZhjJOJXXwnPS8PrXdmjLw,"Front, Back & Side to Side",spotify:album:4VQz1gqTCyie2LF7gdn3Fu,313800,Super Tight,0.0192,0.818,0.633,1.47e-05,0.0444,-5.598,0.105,150.0,0.803,36.0,1BVTXeq3Hv4K1QamHvrt6A,34,['6ZhjJOJXXwnPS8PrXdmjLw'],1994-04-11,2,1,4
4285,36923,Afrika Bambaataa,spotify:track:3uy0jtkM8QYVTsBazkli1x,spotify:artist:7cg61q8kK8jlFi8TKKw70p,Planet Rock,spotify:album:1uN3SzldnRO8CrsVN0lh2O,319960,Planet Rock,0.011,0.915,0.807,0.000122,0.201,-9.636,0.13,127.35,0.708,1.0,3uy0jtkM8QYVTsBazkli1x,55,"['7cg61q8kK8jlFi8TKKw70p', '3hExAD9KZgxLT5qkrpEaaw']",1982-05-01,6,0,4
4286,36924,EPMD,spotify:track:1xZdjsAGrY4BUIbIlYy3EX,spotify:artist:3zpKjsMg2gw1St5WcWoUJN,Strictly Business,spotify:album:2HOl8gDiGGpt7wsIDi9jy5,285413,Strictly Business,0.181,0.712,0.895,1.8e-05,0.108,-4.212,0.254,96.338,0.727,0.0,1xZdjsAGrY4BUIbIlYy3EX,49,['3zpKjsMg2gw1St5WcWoUJN'],1988-06-07,10,0,4
4287,36927,Lil Keke,spotify:track:7kkOuhyWcINZMDh4QGVyMB,spotify:artist:1grI9x4Uzos1Asx8JmRW6T,Southside,spotify:album:7zys39FMYPFyJkob8RYzJN,290120,Don't Mess Wit Texas,0.00966,0.793,0.704,0.00393,0.147,-8.41,0.294,172.136,0.766,0.0,7kkOuhyWcINZMDh4QGVyMB,48,['1grI9x4Uzos1Asx8JmRW6T'],1997-07-01,6,0,4
4288,36929,The Glitch Mob,spotify:track:4c9FIjxXYYEyD9iH02fvbu,spotify:artist:3a9qv6NLHnsVxJUtKOMHvD,Animus Vox,spotify:album:4c5fhgLoAaFzwjNTxC57jK,404080,Drink The Sea,0.161,0.68,0.533,0.753,0.319,-10.572,0.0391,99.946,0.412,0.0,4c9FIjxXYYEyD9iH02fvbu,53,['3a9qv6NLHnsVxJUtKOMHvD'],2010-06-08,10,0,4
4289,36939,Daft Punk,spotify:track:0k1xMUwn9sb7bZiqdT9ygx,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Beyond,spotify:album:4m2880jivSbbyEGAKfITCa,290240,Random Access Memories,0.367,0.716,0.648,0.485,0.368,-11.33,0.0337,104.022,0.789,17.0,0k1xMUwn9sb7bZiqdT9ygx,63,['4tZwfgrHOc3mvqYlEYSvVi'],2013-05-17,8,0,4
4290,36940,Daft Punk,spotify:track:79koEJRtKOOGJ0VSAF3FMk,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Motherboard,spotify:album:4m2880jivSbbyEGAKfITCa,341653,Random Access Memories,0.512,0.548,0.707,0.922,0.105,-14.902,0.0352,103.009,0.284,6.0,79koEJRtKOOGJ0VSAF3FMk,59,['4tZwfgrHOc3mvqYlEYSvVi'],2013-05-17,4,0,4
4291,36942,Bring Me The Horizon,spotify:track:6kuudUd50kADw1HmSGoT6X,spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF,Hospital for Souls,spotify:album:6IYPmM3xsOPL2XPSvf1ZAz,406413,Sempiternal (Deluxe),0.00284,0.221,0.773,0.0057,0.0816,-5.654,0.0604,132.737,0.0768,33.0,6kuudUd50kADw1HmSGoT6X,55,['1Ffb6ejR6Fe5IamqA5oRUF'],2013-04-01,9,0,4
4292,36943,Linkin Park,spotify:track:1dYw8HTRJnFpeEeMtXj99a,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,ROADS UNTRAVELED,spotify:album:4XHIjbhjRmqWlosjj5rqSI,229933,LIVING THINGS,0.263,0.599,0.788,0.00525,0.155,-6.25,0.0294,100.001,0.581,32.0,1dYw8HTRJnFpeEeMtXj99a,65,['6XyY86QOPPrYVGvF9ch6wz'],2012-06-20,8,0,3
4293,36945,Linkin Park,spotify:track:00KfIFi2TpAaQGPbRbFbKJ,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,IN MY REMAINS,spotify:album:4XHIjbhjRmqWlosjj5rqSI,200693,LIVING THINGS,0.00401,0.553,0.907,0.0,0.266,-5.623,0.0484,100.967,0.451,10.0,00KfIFi2TpAaQGPbRbFbKJ,62,['6XyY86QOPPrYVGvF9ch6wz'],2012-06-20,9,0,4
4294,36948,Avenged Sevenfold,spotify:track:0jqblvsI9LBY4irmLVqqEO,spotify:artist:0nmQIMXWTXfhgOBdNzhGOs,Welcome to the Family,spotify:album:7vfuTRXIAYJz5Uc8SddnTr,245573,Nightmare,0.00267,0.567,0.946,0.0,0.0567,-3.973,0.0935,94.985,0.699,36.0,217JgdPwpryTD3Cuf8fJFa,47,['0nmQIMXWTXfhgOBdNzhGOs'],2010-07-26,2,0,4
4295,36960,Seether,spotify:track:4eTIe5eqds88bA9ua6p5p6,spotify:artist:6B5c4sch27tWHAGdarpPaW,Fine Again,spotify:album:5u0UdiircjbveLg8cs39iw,243640,Disclaimer,0.00049,0.442,0.855,0.0137,0.273,-2.985,0.0288,175.543,0.363,0.0,4eTIe5eqds88bA9ua6p5p6,66,['6B5c4sch27tWHAGdarpPaW'],2002-01-01,6,0,4
4296,37000,The Jackson 5,spotify:track:5FxOfiYRcBbYYSyBs2mDRp,spotify:artist:2iE18Oxc8YSumAU232n4rW,Someday At Christmas,spotify:album:3w6QeihCf2l0zZMBLagxDj,163933,Merry Christmas,0.27,0.574,0.531,0.0,0.165,-11.429,0.0325,112.253,0.711,0.0,5FxOfiYRcBbYYSyBs2mDRp,12,['2iE18Oxc8YSumAU232n4rW'],1970-01-01,0,1,4
4297,37048,MAGIC!,spotify:track:0uQSHrFDVtbQyxNFCwm1EC,spotify:artist:0DxeaLnv6SyYk2DOqkLO8c,Let Your Hair Down,spotify:album:0RZ4Ct4vegYBmL9g88TBNi,265693,Don't Kill the Magic,0.0934,0.649,0.592,0.000529,0.182,-6.924,0.0497,148.01,0.466,56.0,0uQSHrFDVtbQyxNFCwm1EC,53,['0DxeaLnv6SyYk2DOqkLO8c'],2014-06-25,10,1,4
4298,37086,Bryan & Katie Torwalt,spotify:track:22wEdAfAi35HqfNBCRzaz4,spotify:artist:7bvAtcPT3evvSeHDyu2zBC,When You Walk Into The Room,spotify:album:6lfwLgVBxltkAIvkpK4axR,288640,Kingdom Come,0.0339,0.21,0.58,0.000105,0.13,-8.751,0.0359,143.753,0.118,32.0,22wEdAfAi35HqfNBCRzaz4,56,['7bvAtcPT3evvSeHDyu2zBC'],2013-10-15,10,1,4
4299,37098,Ruelle,spotify:track:3CV4lFELdziNM1OnHU8nwz,spotify:artist:5tIkXJTex4JY7cv9mmgAZx,I Get to Love You,spotify:album:1HsdgBRnsxFPpt3HjknZEP,239362,I Get to Love You,0.924,0.335,0.251,0.0,0.111,-6.225,0.0317,153.298,0.0863,24.0,3CV4lFELdziNM1OnHU8nwz,63,['5tIkXJTex4JY7cv9mmgAZx'],2016-02-12,2,1,3
4300,37141,Oliver Koletzki,spotify:track:0V2GX0aukyZMt6nSMxfOJk,spotify:artist:1WjBIvYAnZTkTh5UiZNwlR,Hypnotized,spotify:album:6mM6lqJGzNcEB1PBwZHYAo,340560,Großstadtmärchen,0.0458,0.764,0.381,0.714,0.18,-11.845,0.0535,122.988,0.298,33.0,0V2GX0aukyZMt6nSMxfOJk,59,"['1WjBIvYAnZTkTh5UiZNwlR', '2gct3VkeQT2IuGNFNJVj1J']",2009-09-04,7,1,4
4301,37164,Cro,spotify:track:2OqOrMmLZQxe9l1t7IQ00s,spotify:artist:3utZ2yeQk0Z3BCOBWP7Vlu,Whatever - +1,spotify:album:1ziNkIHkCp5WTkduPnjebN,191486,Raop +5,0.00199,0.67,0.888,0.0,0.232,-4.622,0.0452,95.001,0.544,0.0,2OqOrMmLZQxe9l1t7IQ00s,64,['3utZ2yeQk0Z3BCOBWP7Vlu'],2013-07-05,7,1,4
4302,37166,Cro,spotify:track:1sulY1sKf8OEClwRPd1bvM,spotify:artist:3utZ2yeQk0Z3BCOBWP7Vlu,Wir waren hier II,spotify:album:2dgMNhMRwHj3K2zb1tDy0U,192627,Melodie,0.0217,0.588,0.832,3.52e-06,0.101,-6.55,0.0472,165.016,0.815,0.0,1sulY1sKf8OEClwRPd1bvM,46,['3utZ2yeQk0Z3BCOBWP7Vlu'],2014-06-06,5,0,4
4303,37168,Cro,spotify:track:0Bul5vLKxKYJ8CUYOTbVk1,spotify:artist:3utZ2yeQk0Z3BCOBWP7Vlu,Hi Kids,spotify:album:7sJ6FcbwGVr126uNO5lu6c,194813,Easy,0.0055,0.578,0.739,0.0,0.152,-5.131,0.207,180.04,0.685,0.0,0Bul5vLKxKYJ8CUYOTbVk1,55,['3utZ2yeQk0Z3BCOBWP7Vlu'],2012-03-23,11,0,4
4304,37171,Mary PopKids,spotify:track:17NTapzhAZ94L85mrEXXKt,spotify:artist:3Jmj7JMkBKHAkvagciwtGy,Nightdrive - Movie Edit,spotify:album:6ywd4MU6HyB863RSk4jrwQ,233285,The Blue Inside,0.374,0.711,0.445,2.98e-06,0.0827,-7.063,0.0292,104.92,0.102,0.0,17NTapzhAZ94L85mrEXXKt,32,['3Jmj7JMkBKHAkvagciwtGy'],2014-04-14,9,0,4
4305,37191,Aerosmith,spotify:track:4pj8ElgSWmmy5LT9a7jb0s,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,Toys In The Attic,spotify:album:36IxIOGEBAXVozDSiVs09B,185133,Toys In The Attic,0.001,0.219,0.928,2.43e-06,0.341,-9.997,0.0697,197.462,0.446,52.0,4pj8ElgSWmmy5LT9a7jb0s,54,['7Ey4PD4MYsKc5I2dolUwbH'],1975-04-08,11,0,4
4306,37194,Joan Jett,spotify:track:5EmjBlrR2TzVzyveICMllj,spotify:artist:6ZRWxu4ak88m5yHBAEelkQ,Dirty Deeds,spotify:album:2mIFpqxnoM71gHMBKlzZtM,197760,The Hit List,0.0651,0.645,0.8,2.83e-05,0.0644,-9.954,0.054,137.127,0.661,5.0,5EmjBlrR2TzVzyveICMllj,46,['1Fmb52lZ6Jv7FMWXXTPO3K'],1990-01-16,2,1,4
4307,37195,Ozzy Osbourne,spotify:track:36WNQJFVjYhDRZ6vJhYXEh,spotify:artist:6ZLTlhejhndI4Rh53vYhrY,Let Me Hear You Scream,spotify:album:72OTYgFKqc6ALaGfXZQUWM,205800,Scream (Expanded Edition),0.000367,0.492,0.979,0.0,0.953,-2.315,0.0888,130.005,0.315,45.0,36WNQJFVjYhDRZ6vJhYXEh,54,['6ZLTlhejhndI4Rh53vYhrY'],2010-06-11,0,1,4
4308,37199,Ted Nugent,spotify:track:7kleAV1lfwHi3XNsLaAKHR,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,Free-For-All,spotify:album:5B6isdRITcRck28rHeamXE,201760,Free-For-All,0.0452,0.525,0.855,0.000295,0.135,-6.537,0.0372,109.784,0.516,12.0,7kleAV1lfwHi3XNsLaAKHR,52,['21ysNsPzHdqYN2fQ75ZswG'],1976,9,1,4
4309,37200,AC/DC,spotify:track:0DZwrC4QQOYqpcxCeZzwDg,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Riff Raff,spotify:album:4iMaHsHqTg3rwOtRa5wEbm,311880,Powerage,0.00032,0.179,0.978,0.85,0.264,-3.787,0.0945,185.188,0.251,37.0,0DZwrC4QQOYqpcxCeZzwDg,50,['711MCceyCBcFnzjGY4Q7Un'],1978-05-05,9,1,4
4310,37201,Taj Mahal,spotify:track:4uIHPormmUH31qyjP7CU4d,spotify:artist:1aTDTChWWyiJH3SEnYrdVp,Statesboro Blues,spotify:album:0kEaFupzvrGdcczROS519i,178973,Taj Mahal,0.0764,0.673,0.481,4e-05,0.127,-9.88,0.0488,117.087,0.767,51.0,4uIHPormmUH31qyjP7CU4d,51,['1aTDTChWWyiJH3SEnYrdVp'],1968,9,1,4
4311,37209,Stevie Ray Vaughan,spotify:track:6a5BxABPsPeEX60saeYMto,spotify:artist:5fsDcuclIe8ZiBD5P787K1,Life By the Drop,spotify:album:2SYJxEVYF7yzxEf2Ncymi1,147160,The Real Deal: Greatest Hits Volume 2,0.773,0.668,0.165,1.13e-05,0.0778,-12.045,0.0385,96.468,0.511,0.0,6a5BxABPsPeEX60saeYMto,31,['5fsDcuclIe8ZiBD5P787K1'],1983,6,0,4
4312,37214,Johnny Winter,spotify:track:3YGsgJqtIWKjMjZtKLk11Z,spotify:artist:2ODUxmFxJSyvGiimNhMHbO,Be Careful With a Fool,spotify:album:5RNAJslV8AaTq2gM5JJ9Ch,314880,Johnny Winter,0.282,0.294,0.736,0.0418,0.102,-7.961,0.151,208.576,0.753,19.0,3YGsgJqtIWKjMjZtKLk11Z,54,['2ODUxmFxJSyvGiimNhMHbO'],1969,7,0,3
4313,37216,AC/DC,spotify:track:1is13OusVjtwAvLx5PcxcZ,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Snowballed,spotify:album:7DUvURQ0wfA1kgG8j99frR,203133,For Those About to Rock (We Salute You),1.59e-05,0.269,0.955,0.858,0.127,-4.838,0.0639,152.238,0.669,0.0,1is13OusVjtwAvLx5PcxcZ,39,['711MCceyCBcFnzjGY4Q7Un'],1981-11-23,9,1,4
4314,37220,Joe Satriani,spotify:track:3ExNcJ7LkInTekJg13FQSq,spotify:artist:2yzxX2DI9LFK8VFTyW2zZ8,Satch Boogie,spotify:album:4SFG7APMZeeM97ixKPoQuk,192600,Surfing With The Alien,0.00285,0.46,0.951,0.833,0.0523,-6.869,0.108,108.005,0.336,28.0,3ExNcJ7LkInTekJg13FQSq,51,['2yzxX2DI9LFK8VFTyW2zZ8'],1987,2,1,4
4315,37221,AC/DC,spotify:track:5UKeFkVeUfvP6S43I8s9mt,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Jailbreak,spotify:album:7kkopGL8qBX9KNQu88tH2y,280960,'74 Jailbreak,0.00953,0.572,0.835,0.0144,0.012,-5.552,0.079,131.567,0.591,21.0,5UKeFkVeUfvP6S43I8s9mt,62,['711MCceyCBcFnzjGY4Q7Un'],1984-10-15,9,1,4
4316,37297,The Used,spotify:track:7KzNRNvOd2kbaRpOm9ENDE,spotify:artist:55VydwMyCuGcavwPuhutPL,All That I've Got,spotify:album:4fw5ITXkqO8cv3PibKiD5Q,238720,In Love And Death,0.00284,0.336,0.851,0.0,0.222,-4.756,0.0505,177.956,0.48,4.0,7KzNRNvOd2kbaRpOm9ENDE,50,['55VydwMyCuGcavwPuhutPL'],2004-01-24,7,1,4
4317,37307,Taking Back Sunday,spotify:track:3m1OyPw3fzMPAwDMcYcM6Z,spotify:artist:24XtlMhEMNdi822vi0MhY1,This Photograph Is Proof (I Know You Know),spotify:album:6D1rTYBev0y8ZKE5tD7OP9,251373,Where You Want To Be,0.00139,0.536,0.855,0.0,0.0815,-5.269,0.144,157.942,0.522,0.0,3m1OyPw3fzMPAwDMcYcM6Z,51,['24XtlMhEMNdi822vi0MhY1'],2004-07-27,7,1,3
4318,37308,Hawthorne Heights,spotify:track:0AySNcxAWo6RKotzZgvm96,spotify:artist:126FigDBtqwS2YsOYMTPQe,Niki Fm,spotify:album:1FPDKmotHS1ESWAgjUEqh2,239520,The Silence In Black and White - Re-Issue,0.139,0.434,0.556,1.07e-05,0.113,-6.905,0.0344,111.987,0.251,0.0,0AySNcxAWo6RKotzZgvm96,54,['126FigDBtqwS2YsOYMTPQe'],2004,1,0,4
4319,37313,Good Charlotte,spotify:track:3FDKhR3vedB1MIsP2cvKcA,spotify:artist:5aYyPjAsLj7UzANzdupwnS,I Just Wanna Live,spotify:album:1mHbT9H5hDR284u0GCBgJv,166053,"The Chronicles of Life and Death (""LIFE"" version)",0.0144,0.803,0.83,0.0,0.103,-4.636,0.0356,111.033,0.935,0.0,3FDKhR3vedB1MIsP2cvKcA,24,['5aYyPjAsLj7UzANzdupwnS'],2004-09-23,10,0,4
4320,37322,A Day To Remember,spotify:track:1fTNpl2mxqHVlLqRNbyDhR,spotify:artist:4NiJW4q9ichVqL1aUsgGAN,"I'm Made of Wax, Larry, What Are You Made Of?",spotify:album:34eR6ev1GGZHmxNTEfRobW,180840,Homesick,7.35e-05,0.241,0.97,0.0,0.904,-4.246,0.104,159.93,0.621,8.0,1fTNpl2mxqHVlLqRNbyDhR,63,['4NiJW4q9ichVqL1aUsgGAN'],2009,10,0,4
4321,37326,Avenged Sevenfold,spotify:track:3vYP5IgBfHv9nWbNhTq3IS,spotify:artist:0nmQIMXWTXfhgOBdNzhGOs,Coming Home,spotify:album:0ks45m1bsP2JsZpM5D2FFA,385400,Hail to the King,0.000128,0.378,0.975,0.0018,0.204,-6.447,0.055,178.008,0.457,20.0,3vYP5IgBfHv9nWbNhTq3IS,57,['0nmQIMXWTXfhgOBdNzhGOs'],2013-08-23,1,0,4
4322,37342,Bullet For My Valentine,spotify:track:4RUmLxHGEoeyG3TU78OCLG,spotify:artist:7iWiAD5LLKyiox2grgfmUT,Waking the Demon,spotify:album:311FLOGT9CsxDwy86X9nyl,247693,Scream Aim Fire,2.98e-05,0.306,0.995,0.00859,0.254,-3.203,0.1,127.908,0.135,0.0,1ZEoYuekZQo62DLFtPVdqT,53,['7iWiAD5LLKyiox2grgfmUT'],2008-01-28,2,1,4
4323,37343,Bullet For My Valentine,spotify:track:5hdOAZuYJWsAGOxBKUHpvu,spotify:artist:7iWiAD5LLKyiox2grgfmUT,Scream Aim Fire,spotify:album:311FLOGT9CsxDwy86X9nyl,266440,Scream Aim Fire,0.000116,0.359,0.994,5.89e-06,0.0816,-4.232,0.084,100.146,0.16,47.0,7tFxCn0Qb75pbx993wqUIQ,50,['7iWiAD5LLKyiox2grgfmUT'],2008-01-25,2,1,4
4324,37350,Chevelle,spotify:track:6dRAAG4sB71NAtVCHJep7s,spotify:artist:56dO9zeHKuU5Gvfc2kxHNw,Send the Pain Below,spotify:album:481JiVXZYUlTtqlv9ewJXV,252360,Wonder What's Next,0.000281,0.468,0.851,0.00483,0.0644,-3.617,0.0398,92.079,0.293,7.0,6dRAAG4sB71NAtVCHJep7s,65,['56dO9zeHKuU5Gvfc2kxHNw'],2002,11,1,4
4325,37351,Chevelle,spotify:track:0CD1Hybzpwc9Av6iRI2xjr,spotify:artist:56dO9zeHKuU5Gvfc2kxHNw,Jars,spotify:album:4yo38BbmUi80kZOqHlRhNH,199800,Sci-Fi Crimes,0.000602,0.533,0.961,0.000177,0.275,-3.32,0.0549,106.991,0.328,10.0,0CD1Hybzpwc9Av6iRI2xjr,57,['56dO9zeHKuU5Gvfc2kxHNw'],2009-08-31,11,0,4
4326,37356,Disturbed,spotify:track:54cWVWqgyFukgDKQYmaKM3,spotify:artist:3TOqt5oJwL9BE2NG9MEwDa,Stupify,spotify:album:07w0hGS9XUdFsPBvDHy16y,274000,The Sickness 10th Anniversary Edition,0.00108,0.597,0.939,9.77e-05,0.201,-3.001,0.0446,98.0,0.422,0.0,54cWVWqgyFukgDKQYmaKM3,63,['3TOqt5oJwL9BE2NG9MEwDa'],2010-03-12,1,1,4
4327,37357,Disturbed,spotify:track:3QmLR4leyGjTTe0BGHVCRm,spotify:artist:3TOqt5oJwL9BE2NG9MEwDa,Prayer,spotify:album:4QGT8iDp1EaiGqlbqaQqm5,218973,Believe,0.000642,0.65,0.914,1.23e-06,0.0251,-4.672,0.0716,99.107,0.586,0.0,3HGctlDltHdllOSTogGKhJ,60,['3TOqt5oJwL9BE2NG9MEwDa'],2002-09-16,9,1,4
4328,37361,Hinder,spotify:track:10fddGyyeUquZZ2uPTjD7P,spotify:artist:6BMhCQJYHxxKAeqYS1p5rY,Better Than Me,spotify:album:2SmDuZSWtjukp9gkG2mcBQ,223533,Extreme Behavior,0.205,0.449,0.682,0.0,0.175,-5.295,0.029,139.924,0.254,4.0,10fddGyyeUquZZ2uPTjD7P,64,['6BMhCQJYHxxKAeqYS1p5rY'],2005-01-01,2,0,4
4329,37373,Bette Midler,spotify:track:2Pxqs0WmxxHTV5QaTdmt3Q,spotify:artist:13y0kncDD4J9wxCyfKr10W,Wind Beneath My Wings,spotify:album:7hKfx1hjTjzdU4SysDMNc9,293853,Beaches: Original Soundtrack Recording,0.551,0.51,0.458,0.0,0.0853,-7.566,0.0289,123.694,0.177,4.0,4ErUhFToT1yX52MeHqH8OY,54,['13y0kncDD4J9wxCyfKr10W'],1993,10,1,4
4330,37374,Charles Wright & The Watts 103rd Street Rhythm Band,spotify:track:5Rzxqve16s61lHAkSMFN8Y,spotify:artist:2t0kaaDtGZtmpczIAMaVTQ,Do Your Thing,spotify:album:5dlq4IV7malpLfG36zMj6T,213400,Together,0.124,0.758,0.509,0.000125,0.278,-15.534,0.115,127.212,0.58,15.0,5Rzxqve16s61lHAkSMFN8Y,36,['2t0kaaDtGZtmpczIAMaVTQ'],1968,9,1,4
4331,37385,Claude Debussy,spotify:track:5u5aVJKjSMJr4zesMPz7bL,spotify:artist:1Uff91EOsvd99rtAupatMP,"Clair de Lune, L. 32",spotify:album:4O5tv6jrLH80bmll46xEEe,268000,Debussy: Clair De Lune and Other Piano Favourites,0.994,0.335,0.00532,0.912,0.0621,-31.646,0.0376,65.832,0.0397,43.0,5u5aVJKjSMJr4zesMPz7bL,70,"['1Uff91EOsvd99rtAupatMP', '1VzJXXVXsYbEK773GWSoND']",1994,1,1,4
4332,37403,2Pac,spotify:track:7dJiDDo32YBDppIe3ZwiNP,spotify:artist:1ZwdS5xdxEREPySFridCfh,No More Pain,spotify:album:4CzT5ueFBRpbILw34HQYxi,374800,All Eyez On Me,0.0202,0.717,0.906,0.0625,0.312,-6.017,0.0899,77.012,0.859,60.0,1hJtNms8jQNDm1Cx9k2UR4,56,['1ZwdS5xdxEREPySFridCfh'],1996,9,1,4
4333,37407,2Pac,spotify:track:1aBXNJsLuOeo6ZIeNRkbRc,spotify:artist:1ZwdS5xdxEREPySFridCfh,Holla At Me,spotify:album:4CzT5ueFBRpbILw34HQYxi,295413,All Eyez On Me,0.0901,0.721,0.929,0.0,0.305,-3.221,0.215,102.006,0.547,0.0,2O8rtsJSsle09cMAcvR0cr,54,['1ZwdS5xdxEREPySFridCfh'],1996,1,0,4
4334,37430,Eminem,spotify:track:15joiMls8SpP1VtGivYh6i,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Who Knew,spotify:album:6t7956yu5zYf5A829XRiHC,227760,The Marshall Mathers LP,0.135,0.855,0.596,0.0,0.139,-4.147,0.307,100.894,0.793,35.0,15joiMls8SpP1VtGivYh6i,58,['7dGJo4pcD2V6oG8kP0tJRR'],2000-05-23,7,1,4
4335,37431,Eminem,spotify:track:0DaZU7iKgXMelfXCkCOgBK,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Steve Berman,spotify:album:6t7956yu5zYf5A829XRiHC,53573,The Marshall Mathers LP,0.578,0.663,0.626,0.0,0.469,-10.536,0.639,148.087,0.837,67.0,0DaZU7iKgXMelfXCkCOgBK,50,"['7dGJo4pcD2V6oG8kP0tJRR', '4XJl0Ba9LUbTemYMEYw794']",2000-05-23,1,1,1
4336,37433,Eminem,spotify:track:0erTM8A9ro5kzcNc962jHd,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Amityville,spotify:album:6t7956yu5zYf5A829XRiHC,254773,The Marshall Mathers LP,0.0217,0.618,0.929,0.0,0.326,-3.238,0.273,79.864,0.672,44.0,0erTM8A9ro5kzcNc962jHd,55,"['7dGJo4pcD2V6oG8kP0tJRR', '2TSvMFHlguDI495vujOAys']",2000-05-23,2,0,4
4337,37435,Eminem,spotify:track:18ohWhzbMCynq5QJ68ifkW,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Criminal,spotify:album:6t7956yu5zYf5A829XRiHC,319600,The Marshall Mathers LP,0.127,0.81,0.724,0.0,0.306,-6.153,0.268,101.941,0.573,36.0,18ohWhzbMCynq5QJ68ifkW,61,['7dGJo4pcD2V6oG8kP0tJRR'],2000-05-23,4,0,4
